rank,eligible,eligibility_reasons,distribution_ready,distribution_readiness_reasons,apn,site_apns,site_type,parcel_count,residential_zoning,SITUS_ADD,SITUS_CTY,FID,centroid_lon,centroid_lat,score,gross_acres,screenable_acres,excluded_acres,wetland_exclusion_acres,protected_exclusion_acres,farmland_exclusion_acres,city_exclusion_acres,improvement_value,improvement_value_per_acre,flat_fraction,open_fraction,contiguous_acres,mean_slope_deg,estimated_mw,reference_project_mw,reference_battery_mwh,reference_annual_mwh,reference_average_kw,static_pv_export_limit_mw,reference_export_gap_mw,interconnection_path,screened_project_mw,screened_annual_mwh,transmission_distance_m,transmission_Name,transmission_kV,transmission_Owner,transmission_Status,transmission_Type,highway_1_side,highway_1_distance_m,highway_1_viewshed_exposure,highway_1_visible_length_m,highway_1_nearest_visible_distance_m,pge_distance_m,pge_FeederId,pge_FeederName,pge_CSV_LineSection,pge_GenCapacity_kW,pge_GenericPVCapacity_kW,pge_voltage_kv,pge_phase_cnt,pge_ICA_Analysis_Date,pge_Feeder_Name,pge_Substation,pge_Nominal_Voltage,pge_ResCust,pge_ComCust,pge_IndCust,pge_AgrCust,pge_OthCust,pge_Existing_DG,pge_Queued_DG,pge_Total_DG,pge_profile_min_load_kw,pge_profile_peak_load_kw,pge_profile_min_midday_load_kw,fire_hazard,solar_kwh_m2_day,annual_mwh_per_mw,LCP_CODE,GEN_PLAN,BASEZONE,score_contiguous_land,score_flat_fraction,score_open_land_cover,score_undeveloped,score_industrial_reuse,score_distribution_proximity,score_residential_demand,score_evening_peak_demand,score_grid_hosting_capacity,score_solar_resource,score_transmission_proximity,score_low_highway_visibility
71,True,,False,insufficient_static_pv_ica,0272911400,0272911400,greenfield,1,False,NONE, ,39053,-123.66537831618186,38.909215885746804,0.6108561854689462,38.590278587888015,37.32276390717583,1.267514680712182,1.2675146807122886,0.0,0.0,0.0,0.0,0.0,0.7861271676300579,0.7456647398843931,28.466539945017445,6.833170339320768,5.1757345354577176,1.0,4.0,1460.8278200000002,166.7611666666667,0.083,0.917,controlled_export_or_transmission_study,0.083,121.24870906000002,0.0,PG&E 60kV,60,PG&E,Operational,OH,east,1964.2449394294358,0.0008340582344991172,1200.0,2701.6925196964453,783.8381724945473,043381101,POINT ARENA 1101,3453132,62.0,83.0,12,3.0,Mar 2026,POINT ARENA 1101,POINT ARENA,12,713,162,15,24,17,382,687,1069,576.0,1344.0,581.0,Moderate,4.6538,1460.8278200000002,R,FL160,FL,1.0,0.7861271676300579,0.7456647398843931,1.0,0.0,0.45664994216523636,0.2611721611721612,0.2937704918032787,0.0415,0.9450683345856266,1.0,0.9791485441375221
72,True,,False,insufficient_static_pv_ica,0270510705,0270510705,greenfield,1,False,24001 WINDY HOLLOW RD,POINT ARENA,32363,-123.69071777474653,38.9203389484108,0.6105402082353466,76.87890408587839,63.30764520082336,13.57125888505503,13.5712588850548,0.0,0.0,0.0,0.0,0.0,0.7943262411347518,0.8865248226950354,23.57385339196757,5.95292873174167,4.286155162175922,1.0,4.0,1460.8278200000002,166.7611666666667,0.42,0.5800000000000001,controlled_export_or_distribution_upgrade,0.42,613.5476844000001,536.182533106452,PG&E 60kV,60,PG&E,Operational,OH,east,711.8917817620985,0.0014255065089657836,300.0,929.3586361283582,838.7967960682524,043381101,POINT ARENA 1101,3321373,300.0,420.0,12,3.0,Feb 2025,POINT ARENA 1101,POINT ARENA,12,713,162,15,24,17,382,687,1069,576.0,1344.0,581.0,Moderate,4.6538,1460.8278200000002,R,RL160,RL,1.0,0.7943262411347518,0.8865248226950354,1.0,0.0,0.4322302718472132,0.2611721611721612,0.2937704918032787,0.21,0.9450683345856266,0.5849771261538419,0.9643623372758554
73,True,,False,insufficient_static_pv_ica,1330301000,1330301000,greenfield,1,False,NONE, ,38167,-123.73169359708479,38.94730494523827,0.6093148461249932,264.2420960088467,127.97284431947578,136.26925168937095,136.26925168937376,0.0,0.0,0.0,0.0,0.0,0.961335676625659,0.8840070298769771,101.41204855412465,2.685610533259205,18.43855428256812,1.0,4.0,1460.8278200000002,166.7611666666667,0.196,0.804,controlled_export_or_distribution_upgrade,0.196,286.32225272000005,4014.023303854635,PG&E 60kV,60,PG&E,Operational,OH,west,1365.1190712658804,0.0015025850470824517,1800.0,2865.1063519942522,877.1802540495813,043381101,POINT ARENA 1101,4459797,106.0,196.0,12,3.0,Mar 2026,POINT ARENA 1101,POINT ARENA,12,713,162,15,24,17,382,687,1069,576.0,1344.0,581.0,Moderate,4.6538,1460.8278200000002,R,AG60,AG,1.0,0.961335676625659,0.8840070298769771,1.0,0.0,0.4159541446307449,0.2611721611721612,0.2937704918032787,0.098,0.9450683345856266,0.018060585643619575,0.9624353738229388
74,True,,False,insufficient_static_pv_ica,1234101200,1234101200,greenfield,1,False,32550 NAVARRO RIDGE RD,ALBION,28744,-123.74837882072666,39.20384908830617,0.6091943999414751,85.6519284119639,74.02586253619631,11.62606587576758,11.626065875768493,0.0,0.0,0.0,147666.0,1724.024230835344,0.28134556574923547,0.39143730886850153,15.122849345790518,17.610981628812784,2.7496089719619126,1.0,4.0,1545.7377699999997,176.4540833333333,0.45,0.55,controlled_export_or_transmission_study,0.45,695.5819965,0.0,PG&E 60kV,60,PG&E,Operational,OH,east,257.5433151702119,0.0049222002179586085,800.0,820.4307007678727,489.4702726954814,042981101,ELK 1101,3641610,320.0,450.0,12,3.0,Apr 2025,ELK 1101,ELK,12,1317,177,25,16,17,1024,1163,2187,873.0,2366.0,873.0,Moderate,4.9243,1545.7377699999997,R,RL160,RL,0.7561424672895259,0.28134556574923547,0.39143730886850153,0.8275975769164656,0.0,0.6129510050829217,0.4824175824175824,0.5171584699453552,0.225,1.0,1.0,0.8769449945510348
75,True,,False,insufficient_static_pv_ica,0272210400,0272210400,greenfield,1,False,43300 EUREKA HILL RD,POINT ARENA,38988,-123.67989159241036,38.91352006775255,0.6081315243557279,21.295528703314538,17.430396694738928,3.8651320085756105,3.865132008575195,0.0,0.0,0.0,0.0,0.0,0.825,0.575,10.230162792740645,5.6358145895989065,1.8600295986801172,1.0,4.0,1460.8278200000002,166.7611666666667,0.42,0.5800000000000001,controlled_export_or_transmission_study,0.42,613.5476844000001,0.0,PG&E 60kV,60,PG&E,Operational,OH,east,954.3465759545053,0.00017730600134388725,100.0,1550.0597913717043,0.0,043381101,POINT ARENA 1101,3321373,300.0,420.0,12,3.0,Feb 2025,POINT ARENA 1101,POINT ARENA,12,713,162,15,24,17,382,687,1069,576.0,1344.0,581.0,Moderate,4.6538,1460.8278200000002, , , ,0.5115081396370322,0.825,0.575,1.0,0.0,1.0,0.2611721611721612,0.2937704918032787,0.21,0.9450683345856266,1.0,0.9955673499664028
76,True,,False,insufficient_static_pv_ica,0270211200,0270211200,greenfield,1,False,NONE, ,32321,-123.68897786166973,38.93450730276141,0.6078894028616164,41.384469763789426,29.089295821752668,12.295173942036758,12.29517394203669,0.0,0.0,0.0,0.0,0.0,0.7669172932330827,0.9097744360902256,21.349904958763084,7.018024858256384,3.8818009015932877,1.0,4.0,1460.8278200000002,166.7611666666667,0.196,0.804,controlled_export_or_distribution_upgrade,0.196,286.32225272000005,851.2137131626006,PG&E 60kV,60,PG&E,Operational,OH,east,1066.999959768981,0.012720813595940588,2000.0,1414.4360986778875,15.382921145802422,043381101,POINT ARENA 1101,4590326,106.0,196.0,12,3.0,Mar 2026,POINT ARENA 1101,POINT ARENA,12,713,162,15,24,17,382,687,1069,576.0,1344.0,581.0,Moderate,4.6538,1460.8278200000002,R,AG60,AG,1.0,0.7669172932330827,0.9097744360902256,1.0,0.0,0.9847347916239827,0.2611721611721612,0.2937704918032787,0.098,0.9450683345856266,0.42689648750499454,0.6819796601014854
77,True,,False,insufficient_static_pv_ica,1230300900,1230300900,greenfield,1,True,3980 N HWY 1,ALBION,28487,-123.7736038517897,39.231718253729824,0.6073649513447054,36.17396417631475,26.701005858412636,9.472958317902112,9.472958317901963,0.0,0.0,0.0,0.0,0.0,0.8416666666666667,0.9583333333333334,21.349904958763084,6.082846093399744,3.8818009015932877,1.0,4.0,1545.7377699999997,176.4540833333333,0.38,0.62,controlled_export_or_distribution_upgrade,0.38,587.3803525999999,134.62086501660642,PG&E 60kV,60,PG&E,Operational,OH,crosses,0.0,0.024330639786335866,1200.0,38.9205067032935,818.1754977433479,042981101,ELK 1101,4089499,280.0,380.0,12,3.0,Apr 2025,ELK 1101,ELK,12,1317,177,25,16,17,1024,1163,2187,873.0,2366.0,873.0,Moderate,4.9243,1545.7377699999997,R,RMR20,RMR,1.0,0.8416666666666667,0.9583333333333334,1.0,0.0,0.44123595655588504,0.4824175824175824,0.5171584699453552,0.19,1.0,0.8740472307590594,0.3917340053416034
78,True,,False,insufficient_static_pv_ica,0270510500,0270510500,greenfield,1,False,23495 WINDY HOLLOW RD,POINT ARENA,35640,-123.69392859569146,38.9240989918099,0.6071239375525777,56.70630929991372,49.392631035879006,7.3136782640347135,7.31367826403432,0.0,0.0,0.0,0.0,0.0,0.7747747747747747,0.9234234234234234,32.91443681142642,5.486815704864885,5.984443056622985,1.0,4.0,1460.8278200000002,166.7611666666667,0.31,0.69,controlled_export_or_distribution_upgrade,0.31,452.85662420000006,1005.993537782141,PG&E 60kV,60,PG&E,Operational,OH,east,828.183788548164,0.00024161390285629505,200.0,1719.2887653633686,984.6321753818489,043381101,POINT ARENA 1101,5572516,220.0,310.0,12,3.0,Feb 2025,POINT ARENA 1101,POINT ARENA,12,713,162,15,24,17,382,687,1069,576.0,1344.0,581.0,Moderate,4.6538,1460.8278200000002,R,AG60,AG,1.0,0.7747747747747747,0.9234234234234234,1.0,0.0,0.3735766123430299,0.2611721611721612,0.2937704918032787,0.155,0.9450683345856266,0.3656811362340704,0.9939596524285926
79,True,,False,insufficient_static_pv_ica,0271610800,0271610800,greenfield,1,False,43000 HARRIS RANCH RD,POINT ARENA,34452,-123.6730761794544,38.930828928389964,0.6067604426683242,148.71964151270677,122.97694037787565,25.742701134831123,25.742701134832718,0.0,0.0,0.0,314196.0,2112.673193696172,0.7132616487455197,0.5161290322580645,32.469647124785524,9.209669122755443,5.903572204506459,1.0,4.0,1460.8278200000002,166.7611666666667,0.196,0.804,controlled_export_or_transmission_study,0.196,286.32225272000005,0.0,PG&E 60kV,60,PG&E,Operational,OH,east,2179.352030094359,0.0006075511354099916,600.0,2535.9481829395327,253.0724538653475,043381101,POINT ARENA 1101,3799699,106.0,196.0,12,3.0,Mar 2026,POINT ARENA 1101,POINT ARENA,12,713,162,15,24,17,382,687,1069,576.0,1344.0,581.0,Moderate,4.6538,1460.8278200000002,R,RL160,RL,1.0,0.7132616487455197,0.5161290322580645,0.7887326806303828,0.0,0.7764116257623906,0.2611721611721612,0.2937704918032787,0.098,0.9450683345856266,1.0,0.9848112216147502
80,True,,False,insufficient_static_pv_ica,1330801600,1330801600,greenfield,1,False,43821 CRISPIN RD,MANCHESTER,35631,-123.6840258677213,38.97363066384199,0.6049111336055595,20.251274387070627,15.406951827538053,4.844322559532573,4.844322559533188,0.0,0.0,0.0,0.0,0.0,1.0,0.9692307692307692,14.010875129188275,1.0214577905680284,2.5474318416705954,1.0,4.0,1460.8278200000002,166.7611666666667,0.0,1.0,controlled_export_or_transmission_study,0.0,0.0,90.30778663753912,PG&E 60kV,60,PG&E,Operational,OH,east,114.14504067969074,0.02918496433169805,600.0,143.72911145448882,0.0,042981101,ELK 1101,5111153,0.0,0.0,12,3.0,May 2026,ELK 1101,ELK,12,1317,177,25,16,17,1024,1163,2187,873.0,2366.0,873.0,Moderate,4.6538,1460.8278200000002, ,RL160,RL,0.7005437564594137,1.0,0.9692307692307692,1.0,0.0,1.0,0.4824175824175824,0.5171584699453552,0.0,0.9450683345856266,0.9136499327498756,0.2703758917075487
81,True,,False,insufficient_static_pv_ica,1321801600,1321801600,greenfield,1,False,NONE, ,39386,-123.6943936389164,38.999188828214045,0.6047900400254053,58.246190076184526,48.35614476564363,9.890045310540899,9.889767061538189,0.0,0.0,0.0,0.0,0.0,0.9547511312217195,0.9004524886877828,43.14459960416707,2.577209269213944,7.844472655303104,1.0,4.0,1460.8278200000002,166.7611666666667,0.0,1.0,controlled_export_or_distribution_upgrade,0.0,0.0,890.2892163267677,PG&E 60kV,60,PG&E,Operational,OH,west,11.216922684613536,0.032697625578619036,1900.0,333.8420718296885,98.95492382737798,042981101,ELK 1101,4720902,0.0,0.0,12,3.0,May 2026,ELK 1101,ELK,12,1317,177,25,16,17,1024,1163,2187,873.0,2366.0,873.0,Moderate,4.6538,1460.8278200000002,R,AG60,AG,1.0,0.9547511312217195,0.9004524886877828,1.0,0.0,0.9057835363583921,0.4824175824175824,0.5171584699453552,0.0,0.9450683345856266,0.41053700157718553,0.18255936053452415
82,True,,False,insufficient_static_pv_ica,1331101800,1331101800,greenfield,1,False,NONE, ,32254,-123.67424554892962,38.9583635685186,0.6042456015051035,131.0656381163618,111.00846606794475,20.05717204841706,20.057172048417364,0.0,0.0,0.0,0.0,0.0,0.7661290322580645,0.8891129032258065,56.26589536007354,7.008746367306694,10.230162792740645,1.0,4.0,1460.8278200000002,166.7611666666667,0.23,0.77,controlled_export_or_transmission_study,0.23,335.99039860000005,0.0,PG&E 60kV,60,PG&E,Operational,OH,east,553.0320534960737,0.003795652058035427,3200.0,1395.115661763928,791.4810489166852,043381101,POINT ARENA 1101,3996793,160.0,230.0,12,3.0,Feb 2025,POINT ARENA 1101,POINT ARENA,12,713,162,15,24,17,382,687,1069,576.0,1344.0,581.0,Moderate,4.6538,1460.8278200000002, ,RL160,RL,1.0,0.7661290322580645,0.8891129032258065,1.0,0.0,0.4531731264499338,0.2611721611721612,0.2937704918032787,0.115,0.9450683345856266,1.0,0.9051086985491144
83,True,,False,insufficient_static_pv_ica,0271510100,0271510100,greenfield,1,False,25500 S HWY 1,POINT ARENA,40485,-123.7001180788873,38.90521767248184,0.5988074189274086,91.733539762884,78.4171650342667,13.316374728617305,13.316374728617689,0.0,0.0,0.0,234396.0,2555.183203503046,0.8096590909090909,0.9119318181818182,56.93307989003489,5.983889292006691,10.351469070915435,1.0,4.0,1460.8278200000002,166.7611666666667,0.31,0.69,controlled_export_or_distribution_upgrade,0.31,452.85662420000006,1513.713202508491,PG&E 60kV,60,PG&E,Operational,OH,west,325.7372464717838,0.0030737452654854107,800.0,725.1046887760008,325.0661195207507,043381101,POINT ARENA 1101,4147802,220.0,310.0,12,3.0,Feb 2025,POINT ARENA 1101,POINT ARENA,12,713,162,15,24,17,382,687,1069,576.0,1344.0,581.0,Moderate,4.6538,1460.8278200000002,R,RL160,RL,1.0,0.8096590909090909,0.9119318181818182,0.7444816796496954,0.0,0.7224795820590546,0.2611721611721612,0.2937704918032787,0.155,0.9450683345856266,0.22009121553116903,0.9231563683628647
84,True,,False,insufficient_static_pv_ica,1330301700,1330301700,greenfield,1,False,NONE, ,33286,-123.72554819278231,38.94706557846549,0.5978958632723543,16.28384972221543,12.793642244966218,3.4902074772492107,3.490207477249081,0.0,0.0,0.0,0.0,0.0,1.0,1.0,12.231716382624684,0.20017719186341223,2.223948433204488,1.0,4.0,1460.8278200000002,166.7611666666667,0.156,0.844,controlled_export_or_distribution_upgrade,0.156,227.88913992000002,3988.104064525591,PG&E 60kV,60,PG&E,Operational,OH,west,1671.8201013301893,0.0008153040737628234,400.0,1783.3431012264075,409.77973670380504,043381101,POINT ARENA 1101,4611667,93.0,156.0,12,3.0,Mar 2026,POINT ARENA 1101,POINT ARENA,12,713,162,15,24,17,382,687,1069,576.0,1344.0,581.0,Moderate,4.6538,1460.8278200000002,R,AG60,AG,0.6115858191312342,1.0,1.0,1.0,0.0,0.6637964440279182,0.2611721611721612,0.2937704918032787,0.078,0.9450683345856266,0.018534821654379155,0.9796173981559294
85,True,,False,insufficient_static_pv_ica,0271610700,0271610700,greenfield,1,False,43000 HARRIS RANCH RD,POINT ARENA,39628,-123.6815903089965,38.927331729764695,0.5977222756223819,81.00762243683533,66.54216103769885,14.465461399136487,14.465461399136746,0.0,0.0,0.0,0.0,0.0,0.802013422818792,0.7248322147651006,37.584728521155846,6.512889952135383,6.833587003846517,1.0,4.0,1460.8278200000002,166.7611666666667,0.263,0.737,controlled_export_or_transmission_study,0.263,384.1977166600001,0.0,PG&E 60kV,60,PG&E,Operational,OH,east,1651.330448806941,0.0030492374831007666,1200.0,1890.7825947678227,989.679275756496,043381101,POINT ARENA 1101,4757317,135.0,263.0,12,3.0,Mar 2026,POINT ARENA 1101,POINT ARENA,12,713,162,15,24,17,382,687,1069,576.0,1344.0,581.0,Moderate,4.6538,1460.8278200000002,R,RL160,RL,1.0,0.802013422818792,0.7248322147651006,1.0,0.0,0.3716958837881606,0.2611721611721612,0.2937704918032787,0.1315,0.9450683345856266,1.0,0.9237690629224808
86,True,,False,insufficient_static_pv_ica,1331502700,1331502700,greenfield,1,False, , ,34558,-123.68592846172363,38.946417629391526,0.5950241518310743,220.93788726974216,170.95965200087645,49.97823526886572,49.97823526886537,0.0,0.0,0.0,0.0,0.0,0.8636363636363636,0.7064935064935065,69.16479627265957,4.133519225021741,12.575417504119923,1.0,4.0,1460.8278200000002,166.7611666666667,0.23,0.77,controlled_export_or_distribution_upgrade,0.23,335.99039860000005,362.21811275912773,PG&E 60kV,60,PG&E,Operational,OH,east,155.22799679136614,0.016949169228255234,3100.0,222.72438877620297,0.0,043381101,POINT ARENA 1101,3996793,160.0,230.0,12,3.0,Feb 2025,POINT ARENA 1101,POINT ARENA,12,713,162,15,24,17,382,687,1069,576.0,1344.0,581.0,Moderate,4.6538,1460.8278200000002, , , ,1.0,0.8636363636363636,0.7064935064935065,1.0,0.0,1.0,0.2611721611721612,0.2937704918032787,0.115,0.9450683345856266,0.6961305163343666,0.5762707692936191
87,True,,False,insufficient_static_pv_ica,1310301200,1310301200,greenfield,1,False,NONE, ,34498,-123.69750137988373,39.08628052767388,0.5931077946181349,31.26610679980578,26.75886245152943,4.507244348276348,4.507244348274499,0.0,0.0,0.0,0.0,0.0,0.9576271186440678,0.8898305084745762,23.129063705326676,5.136800703027424,4.205284310059396,1.0,4.0,1545.7377699999997,176.4540833333333,0.0,1.0,controlled_export_or_transmission_study,0.0,0.0,1.7645932382733467,PG&E 60kV,60,PG&E,Operational,OH,east,4.811876336447498,0.047916197629157505,900.0,40.700990255023456,17.438859014716023,042981101,ELK 1101,3959051,0.0,0.0,12,3.0,May 2026,ELK 1101,ELK,12,1317,177,25,16,17,1024,1163,2187,873.0,2366.0,873.0,Moderate,4.9243,1545.7377699999997,R,AG60,AG,1.0,0.9576271186440678,0.8898305084745762,1.0,0.0,0.9827123178276758,0.4824175824175824,0.5171584699453552,0.0,1.0,0.9982369627410168,0.0
88,True,,False,insufficient_static_pv_ica,1310300100,1310300100,greenfield,1,False,10000 S HWY 1,ELK,31144,-123.70648832446622,39.0953127202753,0.5926508951651259,62.18581567240921,39.21312680947581,22.972688862933403,22.972688862932625,0.0,0.0,0.0,0.0,0.0,0.6795580110497238,0.9723756906077348,19.793141055519943,12.157049425913756,3.598752919185444,1.0,4.0,1545.7377699999997,176.4540833333333,0.0,1.0,controlled_export_or_distribution_upgrade,0.0,0.0,283.9648030902893,PG&E 60kV,60,PG&E,Operational,OH,west,1.8600324285195993,0.03632502169892594,1700.0,53.0667275323615,8.854709896773869,042981101,ELK 1101,5069358,0.0,0.0,12,3.0,May 2026,ELK 1101,ELK,12,1317,177,25,16,17,1024,1163,2187,873.0,2366.0,873.0,High,4.9243,1545.7377699999997,R,AG60,AG,0.9896570527759971,0.6795580110497238,0.9723756906077348,1.0,0.0,0.9911843775923652,0.4824175824175824,0.5171584699453552,0.0,1.0,0.7527931402321008,0.09187445752685164
89,True,,False,insufficient_static_pv_ica,1310302500,1310302500,greenfield,1,False,NONE, ,24807,-123.69789638008073,39.090051852978355,0.5919796845837222,44.609682790856034,34.74960355526524,9.860079235590796,9.86007923559095,0.0,0.0,0.0,0.0,0.0,0.4472049689440994,0.6273291925465838,14.010875129188275,15.877648193013043,2.5474318416705954,1.0,4.0,1545.7377699999997,176.4540833333333,0.0,1.0,controlled_export_or_transmission_study,0.0,0.0,0.0,PG&E 60kV,60,PG&E,Operational,OH,east,5.19217443259382,0.023549440796017517,400.0,113.32754423820846,11.017731392665064,042981101,ELK 1101,4987063,0.0,0.0,12,3.0,May 2026,ELK 1101,ELK,12,1317,177,25,16,17,1024,1163,2187,873.0,2366.0,873.0,High,4.9243,1545.7377699999997,R,AG60,AG,0.7005437564594137,0.4472049689440994,0.6273291925465838,1.0,0.0,0.9890427415146767,0.4824175824175824,0.5171584699453552,0.0,1.0,1.0,0.4112639800995621
90,True,,False,insufficient_static_pv_ica,0272911601,0272911601,greenfield,1,False,43350 CURLEY LN,POINT ARENA,40121,-123.68380564321275,38.903516552297994,0.5919236467504704,82.43095252077819,55.793846242903584,26.637106277874608,26.637106277875233,0.0,0.0,0.0,0.0,0.0,0.7154811715481172,0.5564853556485355,22.684274018685777,6.829410852187641,4.124413457942868,1.0,4.0,1460.8278200000002,166.7611666666667,0.42,0.5800000000000001,controlled_export_or_distribution_upgrade,0.42,613.5476844000001,565.7052097923231,PG&E 60kV,60,PG&E,Operational,OH,east,211.27712842940986,0.0048563152113457525,1600.0,308.90950629780826,624.5308856363812,043381101,POINT ARENA 1101,3321373,300.0,420.0,12,3.0,Feb 2025,POINT ARENA 1101,POINT ARENA,12,713,162,15,24,17,382,687,1069,576.0,1344.0,581.0,Moderate,4.6538,1460.8278200000002,R,RL160,RL,1.0,0.7154811715481172,0.5564853556485355,1.0,0.0,0.5355125862496432,0.2611721611721612,0.2937704918032787,0.21,0.9450683345856266,0.5679594749119405,0.8785921197163562
91,True,,False,insufficient_static_pv_ica,1331500300,1331500300,greenfield,1,False,43001 MOUNTAIN VIEW RD,MANCHESTER,28415,-123.67467084214502,38.9489112147646,0.5907025273804558,274.764062323836,188.4982973825499,86.26576494128611,86.26576494128854,0.0,0.0,0.0,146162.0,531.9545750045504,0.6394799054373522,0.9030732860520094,70.27677048926182,9.142874057646322,12.77759463441124,1.0,4.0,1460.8278200000002,166.7611666666667,0.23,0.77,controlled_export_or_transmission_study,0.23,335.99039860000005,0.0,PG&E 60kV,60,PG&E,Operational,OH,east,662.122798976864,0.009763280690852172,3700.0,869.9920896671589,350.9312212635838,043381101,POINT ARENA 1101,3996793,160.0,230.0,12,3.0,Feb 2025,POINT ARENA 1101,POINT ARENA,12,713,162,15,24,17,382,687,1069,576.0,1344.0,581.0,Moderate,4.6538,1460.8278200000002,R,RL160,RL,1.0,0.6394799054373522,0.9030732860520094,0.9468045424995449,0.0,0.7040321746338095,0.2611721611721612,0.2937704918032787,0.115,0.9450683345856266,1.0,0.7559179827286957
92,True,,False,insufficient_static_pv_ica,1330201100,1330201100,greenfield,1,False,20080 S HWY 1,MANCHESTER,39661,-123.692971179561,38.96016445782422,0.5906986929659337,192.08253912074707,150.50614835115513,41.57639076959194,41.57629010166271,0.0001962139092033833,0.0,0.0,0.0,0.0,0.9263622974963182,0.6892488954344624,69.38719111598003,3.3245936627342547,12.615852930178187,1.0,4.0,1460.8278200000002,166.7611666666667,0.23,0.77,controlled_export_or_distribution_upgrade,0.23,335.99039860000005,602.3775584836601,PG&E 60kV,60,PG&E,Operational,OH,west,1.4404699909432523,0.008066497954522148,2900.0,807.1424210394516,662.8171438091301,043381101,POINT ARENA 1101,3996793,160.0,230.0,12,3.0,Feb 2025,POINT ARENA 1101,POINT ARENA,12,713,162,15,24,17,382,687,1069,576.0,1344.0,581.0,Moderate,4.6538,1460.8278200000002,R,AG60,AG,1.0,0.9263622974963182,0.6892488954344624,1.0,0.0,0.5153973389733436,0.2611721611721612,0.2937704918032787,0.115,0.9450683345856266,0.5475083542610198,0.7983375511369464
93,True,,False,insufficient_static_pv_ica,1310501600,1310501600,greenfield,1,False,11001 S HWY 1,ELK,51566,-123.70019830350971,39.082003957763014,0.5906346565496716,56.251067724917036,34.52991771723502,21.721150007682013,21.721150007681825,0.0,0.0,0.0,0.0,0.0,0.8904109589041096,0.9726027397260274,24.01864307860847,7.079584462783141,4.367026014292449,1.0,4.0,1545.7377699999997,176.4540833333333,0.0,1.0,controlled_export_or_distribution_upgrade,0.0,0.0,356.12394796273037,PG&E 60kV,60,PG&E,Operational,OH,west,2.6060457841706093,0.06539314106694549,2400.0,25.708968672426195,0.0,042981101,ELK 1101,3659826,0.0,0.0,12,3.0,May 2026,ELK 1101,ELK,12,1317,177,25,16,17,1024,1163,2187,873.0,2366.0,873.0,Moderate,4.9243,1545.7377699999997,R,AG60,AG,1.0,0.8904109589041096,0.9726027397260274,1.0,0.0,1.0,0.4824175824175824,0.5171584699453552,0.0,1.0,0.7003858034615181,0.0
94,True,,False,insufficient_static_pv_ica,1330201200,1330201200,greenfield,1,False,44555 STONEBORO RD,MANCHESTER,39070,-123.69503128949695,38.95587273079666,0.5898282256272149,72.26420568753953,61.37722731250588,10.88697837503365,10.886950526310041,0.0,0.0,0.0,0.0,0.0,1.0,0.9257950530035336,58.26744894995758,1.0785641660917826,10.594081627265014,1.0,4.0,1460.8278200000002,166.7611666666667,0.23,0.77,controlled_export_or_distribution_upgrade,0.23,335.99039860000005,831.8277873486204,PG&E 60kV,60,PG&E,Operational,OH,west,13.475569971160429,0.011834520906561535,2600.0,28.097242587606143,579.0221728754857,043381101,POINT ARENA 1101,3996793,160.0,230.0,12,3.0,Feb 2025,POINT ARENA 1101,POINT ARENA,12,713,162,15,24,17,382,687,1069,576.0,1344.0,581.0,Moderate,4.6538,1460.8278200000002,R,AG60,AG,1.0,1.0,0.9257950530035336,1.0,0.0,0.5604461181347277,0.2611721611721612,0.2937704918032787,0.115,0.9450683345856266,0.4352530088872164,0.7041369773359616
95,True,,False,insufficient_static_pv_ica,0275113300,0275113300,greenfield,1,False,46480 IVERSEN RD,GUALALA,39817,-123.64456796324052,38.85729776747897,0.5895816106426159,163.29023383028525,134.15508374483707,29.135150085448174,29.135155948446993,7.63649507935157e-05,0.0,0.0,0.0,0.0,0.7893864013266998,0.33996683250414594,28.911329631658344,6.7275753420967375,5.256605387574244,1.0,4.0,1460.8278200000002,166.7611666666667,0.038,0.962,controlled_export_or_distribution_upgrade,0.038,55.511457160000006,3332.630877966231,PG&E 60kV,60,PG&E,Operational,OH,east,47.55533012498828,0.0013248701311689053,1500.0,190.87593893394327,713.3766718946721,043381101,POINT ARENA 1101,3421771,27.0,38.0,12,3.0,Mar 2026,POINT ARENA 1101,POINT ARENA,12,713,162,15,24,17,382,687,1069,576.0,1344.0,581.0,Very High,4.6538,1460.8278200000002,R,RL160,RL,1.0,0.7893864013266998,0.33996683250414594,1.0,0.0,0.48998687600732577,0.2611721611721612,0.2937704918032787,0.019,0.9450683345856266,0.035699061538957244,0.9668782467207774
